node,isBusStop,isMetroStation,x,y
327,0,0,27,-3
328,0,0,28,-3
329,0,0,29,-3
330,0,0,30,-3
331,0,0,31,-3
332,0,0,32,-3
333,0,0,33,-3
334,0,0,34,-3
335,0,0,35,-3
336,0,0,36,-3
337,0,0,37,-3
338,0,0,38,-3
339,0,0,39,-3
340,0,0,40,-3
341,0,0,41,-3
342,0,0,42,-3
343,0,0,43,-3
344,0,0,44,-3
345,0,0,45,-3
346,0,0,46,-3
347,0,0,47,-3
348,0,0,48,-3
349,0,0,49,-3
350,0,0,50,-3
351,0,0,51,-3
352,0,0,52,-3
353,0,0,53,-3
354,0,0,54,-3
355,0,0,55,-3
356,0,0,56,-3
357,0,0,57,-3
358,0,0,58,-3
359,0,0,59,-3
360,0,0,60,-3
361,0,0,61,-3
362,0,0,62,-3
363,0,0,63,-3
364,0,0,64,-3
365,0,0,65,-3
366,0,0,66,-3
367,0,0,67,-3
368,0,0,68,-3
369,0,0,69,-3
370,0,0,70,-3
371,0,0,71,-3
372,0,0,72,-3
373,0,0,73,-3
374,0,0,74,-3
375,0,0,75,-3
376,0,0,76,-3
377,0,0,77,-3
378,0,0,78,-3
379,0,0,79,-3
380,0,0,80,-3
381,0,0,81,-3
382,0,0,82,-3
383,0,0,83,-3
384,0,0,84,-3
385,0,0,85,-3
386,0,0,86,-3
387,0,0,87,-3
388,0,0,88,-3
389,0,0,89,-3
390,0,0,90,-3
391,0,0,91,-3
392,0,0,92,-3
393,0,0,93,-3
394,0,0,94,-3
395,0,0,95,-3
396,0,0,96,-3
397,0,0,97,-3
398,0,0,98,-3
399,0,0,99,-3
400,0,0,0,-4
401,0,0,1,-4
402,0,0,2,-4
403,0,0,3,-4
404,0,0,4,-4
405,0,0,5,-4
406,0,0,6,-4
407,0,0,7,-4
408,0,0,8,-4
409,0,0,9,-4
410,0,0,10,-4
411,0,0,11,-4
412,0,0,12,-4
413,0,0,13,-4
414,0,0,14,-4
415,0,0,15,-4
416,0,0,16,-4
417,0,0,17,-4
418,0,0,18,-4
419,0,0,19,-4
420,0,0,20,-4
421,0,0,21,-4
422,0,0,22,-4
423,0,0,23,-4
424,0,0,24,-4
425,0,0,25,-4
426,0,0,26,-4
427,0,0,27,-4
428,0,0,28,-4
429,0,0,29,-4
430,0,0,30,-4
431,0,0,31,-4
432,0,0,32,-4
433,0,0,33,-4
434,0,0,34,-4
435,0,0,35,-4
436,0,0,36,-4
437,0,0,37,-4
438,0,0,38,-4
439,0,0,39,-4
440,0,0,40,-4
441,0,0,41,-4
442,0,0,42,-4
443,0,0,43,-4
444,0,0,44,-4
445,0,0,45,-4
446,0,0,46,-4
447,0,0,47,-4
448,0,0,48,-4
449,0,0,49,-4
450,0,0,50,-4
451,0,0,51,-4
452,0,0,52,-4
453,0,0,53,-4
454,0,0,54,-4
455,0,0,55,-4
456,0,0,56,-4
457,0,0,57,-4
458,0,0,58,-4
459,0,0,59,-4
460,0,0,60,-4
461,0,0,61,-4
462,0,0,62,-4
463,0,0,63,-4
464,0,0,64,-4
465,0,0,65,-4
466,0,0,66,-4
467,0,0,67,-4
468,0,0,68,-4
469,0,0,69,-4
470,0,0,70,-4
471,0,0,71,-4
472,0,0,72,-4
473,0,0,73,-4
474,0,0,74,-4
475,0,0,75,-4
476,0,0,76,-4
477,0,0,77,-4
478,0,0,78,-4
479,0,0,79,-4
480,0,0,80,-4
481,0,0,81,-4
482,0,0,82,-4
483,0,0,83,-4
484,0,0,84,-4
485,0,0,85,-4
486,0,0,86,-4
487,0,0,87,-4
488,0,0,88,-4
489,0,0,89,-4
490,0,0,90,-4
491,0,0,91,-4
492,0,0,92,-4
493,0,0,93,-4
494,0,0,94,-4
495,0,0,95,-4
496,0,0,96,-4
497,0,0,97,-4
498,0,0,98,-4
499,0,0,99,-4
500,0,0,0,-5
501,0,0,1,-5
502,0,0,2,-5
503,0,0,3,-5
504,0,0,4,-5
505,0,0,5,-5
506,0,0,6,-5
507,0,0,7,-5
508,0,0,8,-5
509,0,0,9,-5
510,0,0,10,-5
511,0,0,11,-5
512,0,0,12,-5
513,0,0,13,-5
514,0,0,14,-5
515,0,0,15,-5
516,0,0,16,-5
517,0,0,17,-5
518,0,0,18,-5
519,0,0,19,-5
520,0,0,20,-5
521,0,0,21,-5
522,0,0,22,-5
523,0,0,23,-5
524,0,0,24,-5
525,0,0,25,-5
526,0,0,26,-5
527,0,0,27,-5
528,0,0,28,-5
529,0,0,29,-5
530,0,0,30,-5
531,0,0,31,-5
532,0,0,32,-5
533,0,0,33,-5
534,0,0,34,-5
535,0,0,35,-5
536,0,0,36,-5
537,0,0,37,-5
538,0,0,38,-5
539,0,0,39,-5
540,0,0,40,-5
541,0,0,41,-5
542,0,0,42,-5
543,0,0,43,-5
544,0,0,44,-5
545,0,0,45,-5
546,0,0,46,-5
547,0,0,47,-5
548,0,0,48,-5
549,0,0,49,-5
550,0,0,50,-5
551,0,0,51,-5
552,0,0,52,-5
553,0,0,53,-5
554,0,0,54,-5
555,0,0,55,-5
556,0,0,56,-5
557,0,0,57,-5
558,0,0,58,-5
559,0,0,59,-5
560,0,0,60,-5
561,0,0,61,-5
562,0,0,62,-5
563,0,0,63,-5
564,0,0,64,-5
565,0,0,65,-5
566,0,0,66,-5
567,0,0,67,-5
568,0,0,68,-5
569,0,0,69,-5
570,0,0,70,-5
571,0,0,71,-5
572,0,0,72,-5
573,0,0,73,-5
574,0,0,74,-5
575,0,0,75,-5
576,0,0,76,-5
577,0,0,77,-5
578,0,0,78,-5
579,0,0,79,-5
580,0,0,80,-5
581,0,0,81,-5
582,0,0,82,-5
583,0,0,83,-5
584,0,0,84,-5
585,0,0,85,-5
586,0,0,86,-5
587,0,0,87,-5
588,0,0,88,-5
589,0,0,89,-5
590,0,0,90,-5
591,0,0,91,-5
592,0,0,92,-5
593,0,0,93,-5
594,0,0,94,-5
595,0,0,95,-5
596,0,0,96,-5
597,0,0,97,-5
598,0,0,98,-5
599,0,0,99,-5
600,0,0,0,-6
601,0,0,1,-6
602,0,0,2,-6
603,0,0,3,-6
604,0,0,4,-6
605,0,0,5,-6
606,0,0,6,-6
607,0,0,7,-6
608,0,0,8,-6
609,0,0,9,-6
610,0,0,10,-6
611,0,0,11,-6
612,0,0,12,-6
613,0,0,13,-6
614,0,0,14,-6
615,0,0,15,-6
616,0,0,16,-6
617,0,0,17,-6
618,0,0,18,-6
619,0,0,19,-6
620,0,0,20,-6
621,0,0,21,-6
622,0,0,22,-6
623,0,0,23,-6
624,0,0,24,-6
625,0,0,25,-6
626,0,0,26,-6
627,0,0,27,-6
628,0,0,28,-6
629,0,0,29,-6
630,0,0,30,-6
631,0,0,31,-6
632,0,0,32,-6
633,0,0,33,-6
634,0,0,34,-6
635,0,0,35,-6
636,0,0,36,-6
637,0,0,37,-6
638,0,0,38,-6
639,0,0,39,-6
640,0,0,40,-6
641,0,0,41,-6
642,0,0,42,-6
643,0,0,43,-6
644,0,0,44,-6
645,0,0,45,-6
646,0,0,46,-6
647,0,0,47,-6
648,0,0,48,-6
649,0,0,49,-6
650,0,0,50,-6
651,0,0,51,-6
652,0,0,52,-6
653,0,0,53,-6
654,0,0,54,-6
655,0,0,55,-6
656,0,0,56,-6
657,0,0,57,-6
658,0,0,58,-6
659,0,0,59,-6
660,0,0,60,-6
661,0,0,61,-6
662,0,0,62,-6
663,0,0,63,-6
664,0,0,64,-6
665,0,0,65,-6
666,0,0,66,-6
667,0,0,67,-6
668,0,0,68,-6
669,0,0,69,-6
670,0,0,70,-6
671,0,0,71,-6
672,0,0,72,-6
673,0,0,73,-6
674,0,0,74,-6
675,0,0,75,-6
676,0,0,76,-6
677,0,0,77,-6
678,0,0,78,-6
679,0,0,79,-6
680,0,0,80,-6
681,0,0,81,-6
682,0,0,82,-6
683,0,0,83,-6
684,0,0,84,-6
685,0,0,85,-6
686,0,0,86,-6
687,0,0,87,-6
688,0,0,88,-6
689,0,0,89,-6
690,0,0,90,-6
691,0,0,91,-6
692,0,0,92,-6
693,0,0,93,-6
694,0,0,94,-6
695,0,0,95,-6
696,0,0,96,-6
697,0,0,97,-6
698,0,0,98,-6
699,0,0,99,-6
700,0,0,0,-7
701,0,0,1,-7
702,0,0,2,-7
703,0,0,3,-7
704,0,0,4,-7
705,0,0,5,-7
706,0,0,6,-7
707,0,0,7,-7
708,0,0,8,-7
709,0,0,9,-7
710,0,0,10,-7
711,0,0,11,-7
712,0,0,12,-7
713,0,0,13,-7
714,0,0,14,-7
715,0,0,15,-7
716,0,0,16,-7
717,0,0,17,-7
718,0,0,18,-7
719,0,0,19,-7
720,0,0,20,-7
721,0,0,21,-7
722,0,0,22,-7
723,0,0,23,-7
724,0,0,24,-7
725,0,0,25,-7
726,0,0,26,-7
727,0,0,27,-7
728,0,0,28,-7
729,0,0,29,-7
730,0,0,30,-7
731,0,0,31,-7
732,0,0,32,-7
733,0,0,33,-7
734,0,0,34,-7
735,0,0,35,-7
736,0,0,36,-7
737,0,0,37,-7
738,0,0,38,-7
739,0,0,39,-7
740,0,0,40,-7
741,0,0,41,-7
742,0,0,42,-7
743,0,0,43,-7
744,0,0,44,-7
745,0,0,45,-7
746,0,0,46,-7
747,0,0,47,-7
748,0,0,48,-7
749,0,0,49,-7
750,0,0,50,-7
751,0,0,51,-7
752,0,0,52,-7
753,0,0,53,-7
754,0,0,54,-7
755,0,0,55,-7
756,0,0,56,-7
757,0,0,57,-7
758,0,0,58,-7
759,0,0,59,-7
760,0,0,60,-7
761,0,0,61,-7
762,0,0,62,-7
763,0,0,63,-7
764,0,0,64,-7
765,0,0,65,-7
766,0,0,66,-7
767,0,0,67,-7
768,0,0,68,-7
769,0,0,69,-7
770,0,0,70,-7
771,0,0,71,-7
772,0,0,72,-7
773,0,0,73,-7
774,0,0,74,-7
775,0,0,75,-7
776,0,0,76,-7
777,0,0,77,-7
778,0,0,78,-7
779,0,0,79,-7
780,0,0,80,-7
781,0,0,81,-7
782,0,0,82,-7
783,0,0,83,-7
784,0,0,84,-7
785,0,0,85,-7
786,0,0,86,-7
787,0,0,87,-7
788,0,0,88,-7
789,0,0,89,-7
790,0,0,90,-7
791,0,0,91,-7
792,0,0,92,-7
793,0,0,93,-7
794,0,0,94,-7
795,0,0,95,-7
796,0,0,96,-7
797,0,0,97,-7
798,0,0,98,-7
799,0,0,99,-7
800,0,0,0,-8
801,0,0,1,-8
802,0,0,2,-8
803,0,0,3,-8
804,0,0,4,-8
805,0,0,5,-8
806,0,0,6,-8
807,0,0,7,-8
808,0,0,8,-8
809,0,0,9,-8
810,0,0,10,-8
811,0,0,11,-8
812,0,0,12,-8
813,0,0,13,-8
814,0,0,14,-8
815,0,0,15,-8
816,0,0,16,-8
817,0,0,17,-8
818,0,0,18,-8
819,0,0,19,-8
820,0,0,20,-8
821,0,0,21,-8
822,0,0,22,-8
823,0,0,23,-8
824,0,0,24,-8
825,0,0,25,-8
826,0,0,26,-8
827,0,0,27,-8
828,0,0,28,-8
829,0,0,29,-8
830,0,0,30,-8
831,0,0,31,-8
832,0,0,32,-8
833,0,0,33,-8
834,0,0,34,-8
835,0,0,35,-8
836,0,0,36,-8
837,0,0,37,-8
838,0,0,38,-8
839,0,0,39,-8
840,0,0,40,-8
841,0,0,41,-8
842,0,0,42,-8
843,0,0,43,-8
844,0,0,44,-8
845,0,0,45,-8
846,0,0,46,-8
847,0,0,47,-8
848,0,0,48,-8
849,0,0,49,-8
850,0,0,50,-8
851,0,0,51,-8
852,0,0,52,-8
853,0,0,53,-8
854,0,0,54,-8
855,0,0,55,-8
856,0,0,56,-8
857,0,0,57,-8
858,0,0,58,-8
859,0,0,59,-8
860,0,0,60,-8
861,0,0,61,-8
862,0,0,62,-8
863,0,0,63,-8
864,0,0,64,-8
865,0,0,65,-8
866,0,0,66,-8
867,0,0,67,-8
868,0,0,68,-8
869,0,0,69,-8
870,0,0,70,-8
871,0,0,71,-8
872,0,0,72,-8
873,0,0,73,-8
874,0,0,74,-8
875,0,0,75,-8
876,0,0,76,-8
877,0,0,77,-8
878,0,0,78,-8
879,0,0,79,-8
880,0,0,80,-8
881,0,0,81,-8
882,0,0,82,-8
883,0,0,83,-8
884,0,0,84,-8
885,0,0,85,-8
886,0,0,86,-8
887,0,0,87,-8
888,0,0,88,-8
889,0,0,89,-8
890,0,0,90,-8
891,0,0,91,-8
892,0,0,92,-8
893,0,0,93,-8
894,0,0,94,-8
895,0,0,95,-8
896,0,0,96,-8
897,0,0,97,-8
898,0,0,98,-8
899,0,0,99,-8
900,0,0,0,-9
901,0,0,1,-9
902,0,0,2,-9
903,0,0,3,-9
904,0,0,4,-9
905,0,0,5,-9
906,0,0,6,-9
907,0,0,7,-9
908,0,0,8,-9
909,0,0,9,-9
910,0,0,10,-9
911,0,0,11,-9
912,0,0,12,-9
913,0,0,13,-9
914,0,0,14,-9
915,0,0,15,-9
916,0,0,16,-9
917,0,0,17,-9
918,0,0,18,-9
919,0,0,19,-9
920,0,0,20,-9
921,0,0,21,-9
922,0,0,22,-9
923,0,0,23,-9
924,0,0,24,-9
925,0,0,25,-9
926,0,0,26,-9
927,0,0,27,-9
928,0,0,28,-9
929,0,0,29,-9
930,0,0,30,-9
931,0,0,31,-9
932,0,0,32,-9
933,0,0,33,-9
934,0,0,34,-9
935,0,0,35,-9
936,0,0,36,-9
937,0,0,37,-9
938,0,0,38,-9
939,0,0,39,-9
940,0,0,40,-9
941,0,0,41,-9
942,0,0,42,-9
943,0,0,43,-9
944,0,0,44,-9
945,0,0,45,-9
946,0,0,46,-9
947,0,0,47,-9
948,0,0,48,-9
949,0,0,49,-9
950,0,0,50,-9
951,0,0,51,-9
952,0,0,52,-9
953,0,0,53,-9
954,0,0,54,-9
955,0,0,55,-9
956,0,0,56,-9
957,0,0,57,-9
958,0,0,58,-9
959,0,0,59,-9
960,0,0,60,-9
961,0,0,61,-9
962,0,0,62,-9
963,0,0,63,-9
964,0,0,64,-9
965,0,0,65,-9
966,0,0,66,-9
967,0,0,67,-9
968,0,0,68,-9
969,0,0,69,-9
970,0,0,70,-9
971,0,0,71,-9
972,0,0,72,-9
973,0,0,73,-9
974,0,0,74,-9
975,0,0,75,-9
976,0,0,76,-9
977,0,0,77,-9
978,0,0,78,-9
979,0,0,79,-9
980,0,0,80,-9
981,0,0,81,-9
982,0,0,82,-9
983,0,0,83,-9
984,0,0,84,-9
985,0,0,85,-9
986,0,0,86,-9
987,0,0,87,-9
988,0,0,88,-9
989,0,0,89,-9
990,0,0,90,-9
991,0,0,91,-9
992,0,0,92,-9
993,0,0,93,-9
994,0,0,94,-9
995,0,0,95,-9
996,0,0,96,-9
997,0,0,97,-9
998,0,0,98,-9
999,0,0,99,-9
1000,0,0,0,-10
1001,0,0,1,-10
1002,0,0,2,-10
1003,0,0,3,-10
1004,0,0,4,-10
1005,0,0,5,-10
1006,0,0,6,-10
1007,0,0,7,-10
1008,0,0,8,-10
1009,0,0,9,-10
1010,0,0,10,-10
1011,0,0,11,-10
1012,0,0,12,-10
1013,0,0,13,-10
1014,0,0,14,-10
1015,0,0,15,-10
1016,0,0,16,-10
1017,0,0,17,-10
1018,0,0,18,-10
1019,0,0,19,-10
1020,0,0,20,-10
1021,0,0,21,-10
1022,0,0,22,-10
1023,0,0,23,-10
1024,0,0,24,-10
1025,0,0,25,-10
1026,0,0,26,-10
1027,0,0,27,-10
1028,0,0,28,-10
1029,0,0,29,-10
1030,0,0,30,-10
1031,0,0,31,-10
1032,0,0,32,-10
1033,0,0,33,-10
1034,0,0,34,-10
1035,0,0,35,-10
1036,0,0,36,-10
1037,0,0,37,-10
1038,0,0,38,-10
1039,0,0,39,-10
1040,0,0,40,-10
1041,0,0,41,-10
1042,0,0,42,-10
1043,0,0,43,-10
1044,0,0,44,-10
1045,0,0,45,-10
1046,0,0,46,-10
1047,0,0,47,-10
1048,0,0,48,-10
1049,0,0,49,-10
1050,0,0,50,-10
1051,0,0,51,-10
1052,0,0,52,-10
1053,0,0,53,-10
1054,0,0,54,-10
1055,0,0,55,-10
1056,0,0,56,-10
1057,0,0,57,-10
1058,0,0,58,-10
1059,0,0,59,-10
1060,0,0,60,-10
1061,0,0,61,-10
1062,0,0,62,-10
1063,0,0,63,-10
1064,0,0,64,-10
1065,0,0,65,-10
1066,0,0,66,-10
1067,0,0,67,-10
1068,0,0,68,-10
1069,0,0,69,-10
1070,0,0,70,-10
1071,0,0,71,-10
1072,0,0,72,-10
1073,0,0,73,-10
1074,0,0,74,-10
1075,0,0,75,-10
1076,0,0,76,-10
1077,0,0,77,-10
1078,0,0,78,-10
1079,0,0,79,-10
1080,0,0,80,-10
1081,0,0,81,-10
1082,0,0,82,-10
1083,0,0,83,-10
1084,0,0,84,-10
1085,0,0,85,-10
1086,0,0,86,-10
1087,0,0,87,-10
1088,0,0,88,-10
1089,0,0,89,-10
1090,0,0,90,-10
1091,0,0,91,-10
1092,0,0,92,-10
1093,0,0,93,-10
1094,0,0,94,-10
1095,0,0,95,-10
1096,0,0,96,-10
1097,0,0,97,-10
1098,0,0,98,-10
1099,0,0,99,-10
1100,0,0,0,-11
1101,0,0,1,-11
1102,0,0,2,-11
1103,0,0,3,-11
1104,0,0,4,-11
1105,0,0,5,-11
1106,0,0,6,-11
1107,0,0,7,-11
1108,0,0,8,-11
1109,0,0,9,-11
1110,0,0,10,-11
1111,0,0,11,-11
1112,0,0,12,-11
1113,0,0,13,-11
1114,0,0,14,-11
1115,0,0,15,-11
1116,0,0,16,-11
1117,0,0,17,-11
1118,0,0,18,-11
1119,0,0,19,-11
1120,0,0,20,-11
1121,0,0,21,-11
1122,0,0,22,-11
1123,0,0,23,-11
1124,0,0,24,-11
1125,0,0,25,-11
1126,0,0,26,-11
1127,0,0,27,-11
1128,0,0,28,-11
1129,0,0,29,-11
1130,0,0,30,-11
1131,0,0,31,-11
1132,0,0,32,-11
1133,0,0,33,-11
1134,0,0,34,-11
1135,0,0,35,-11
1136,0,0,36,-11
1137,0,0,37,-11
1138,0,0,38,-11
1139,0,0,39,-11
1140,0,0,40,-11
1141,0,0,41,-11
1142,0,0,42,-11
1143,0,0,43,-11
1144,0,0,44,-11
1145,0,0,45,-11
1146,0,0,46,-11
1147,0,0,47,-11
1148,0,0,48,-11
1149,0,0,49,-11
1150,0,0,50,-11
1151,0,0,51,-11
1152,0,0,52,-11
1153,0,0,53,-11
1154,0,0,54,-11
1155,0,0,55,-11
1156,0,0,56,-11
1157,0,0,57,-11
1158,0,0,58,-11
1159,0,0,59,-11
1160,0,0,60,-11
1161,0,0,61,-11
1162,0,0,62,-11
1163,0,0,63,-11
1164,0,0,64,-11
1165,0,0,65,-11
1166,0,0,66,-11
1167,0,0,67,-11
1168,0,0,68,-11
1169,0,0,69,-11
1170,0,0,70,-11
1171,0,0,71,-11
1172,0,0,72,-11
1173,0,0,73,-11
1174,0,0,74,-11
1175,0,0,75,-11
1176,0,0,76,-11
1177,0,0,77,-11
1178,0,0,78,-11
1179,0,0,79,-11
1180,0,0,80,-11
1181,0,0,81,-11
1182,0,0,82,-11
1183,0,0,83,-11
1184,0,0,84,-11
1185,0,0,85,-11
1186,0,0,86,-11
1187,0,0,87,-11
1188,0,0,88,-11
1189,0,0,89,-11
1190,0,0,90,-11
1191,0,0,91,-11
1192,0,0,92,-11
1193,0,0,93,-11
1194,0,0,94,-11
1195,0,0,95,-11
1196,0,0,96,-11
1197,0,0,97,-11
1198,0,0,98,-11
1199,0,0,99,-11
1200,0,0,0,-12
1201,0,0,1,-12
1202,0,0,2,-12
1203,0,0,3,-12
1204,0,0,4,-12
1205,0,0,5,-12
1206,0,0,6,-12
1207,0,0,7,-12
1208,0,0,8,-12
1209,0,0,9,-12
1210,0,0,10,-12
1211,0,0,11,-12
1212,0,0,12,-12
1213,0,0,13,-12
1214,0,0,14,-12
1215,0,0,15,-12
1216,0,0,16,-12
1217,0,0,17,-12
1218,0,0,18,-12
1219,0,0,19,-12
1220,0,0,20,-12
1221,0,0,21,-12
1222,0,0,22,-12
1223,0,0,23,-12
1224,0,0,24,-12
1225,0,0,25,-12
1226,0,0,26,-12
1227,0,0,27,-12
1228,0,0,28,-12
1229,0,0,29,-12
1230,0,0,30,-12
1231,0,0,31,-12
1232,0,0,32,-12
1233,0,0,33,-12
1234,0,0,34,-12
1235,0,0,35,-12
1236,0,0,36,-12
1237,0,0,37,-12
1238,0,0,38,-12
1239,0,0,39,-12
1240,0,0,40,-12
1241,0,0,41,-12
1242,0,0,42,-12
1243,0,0,43,-12
1244,0,0,44,-12
1245,0,0,45,-12
1246,0,0,46,-12
1247,0,0,47,-12
1248,0,0,48,-12
1249,0,0,49,-12
1250,0,0,50,-12
1251,0,0,51,-12
1252,0,0,52,-12
1253,0,0,53,-12
1254,0,0,54,-12
